name,ASIN,Brand,Best_Sellers_Rank,Best_Sellers_Ranking_Fields,Product_Dimensions_inches,Item_Weight_pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_model_number,Batteries,Voltage,Series,National_Stock_Number,Chipset_Brand,Batteries_Required,Wireless_Type,Standing_screen_display_size,Max_Screen_Resolution,Part_Number,Item_Package_Quantity,Color,Number_of_USB_2point0_Ports,Number_of_USB_3point0_Ports,Computer_Memory_Type,Average_Battery_Life_in_hours,Processor_Count
Mugod Checkerboard Mouse Pad Geometric Checkered Plaid Pattern Black and White Mouse Mat Non-Slip Rubber Base Mousepad for Computer Laptop PC Gaming Working Office & Home 9.5x7.9 Inch,B07PMG9KJV,Mugod,7691,Office,9.45 x 7.87 x 0.12,0.46240000000000003,2019-03-14,,FMILE-MOS-A06,,,,,,,,,,,,A06,,,,,
"American Flag Mouse Pad, Gaming Mouse Pad Square Custom Design, Vintage Art Wooden Wall Mousepad Non-Slip Rubber Mouse Pads for Computers Laptop Office",B08MVPTG2P,DUADELI,28815,Office,9.5 x 7.9 x 0.12 ,0.5632,2020-11-06,,,,,,,,,,,,,,American Flag,,,,,
iNeworld Mouse Pad with Wrist Support Mouse Pad for Laptop with Wrist Support Ergonomic Cute Mouse Pad with Wrist Rest for Gaming/Working/Office/Home (Dasiy),B08DLHPW97,INeworld,33754,Office,10 x 10 x 0.98 ,0.8959999999999999,2020-07-25,,,,,,,,,,,,,,Dasiy,,,,,
"Smooffly Gaming Mouse Pad Custom,Succulents and Cactuses Personality Desings Rectangle Non-Slip Rubber Mousepad",B07TM2PVD2,Smooffly,13789,Office,9.45 x 7.87 x 0.12,0.3824,2019-06-29,,SMGM-MP6440,,,,,,,,,,,,Gm-201,,,,,
"Mouse Pad Wrist Support Ergonomic Memory Foam - Lightweight Rest Nonslip Mousepad for Office,Gaming,Computer, Laptop & Mac,Pain Relief,at Home Or Work (MPH-7546)",B07S5L8N98,Eyscar,14126,Office,9.8 x 9.4 x 0.3 ,0.6368,2018-07-20,No,,,,,,,,,,,,,MPH-7546,,,,,
"Passion Sparks Dream, Life Needs Sports,Stay Positive Work Hard and Make It Happen Personalized Unique Design Non-Slip Rubber Blue Gaming Mouse Pad",B07XL9VPK5,,52771,Office,9 x 7.5 x 0.2 ,0.512,2019-09-11,,,,,,,,,,,,,,,,,,,
"DSKKWS Metal Aluminum Mouse Pad, Office Thin Hard Mouse Mat Leather Surface Double Side Precision Silver and Black Mouse Pads for Fast and Accurate Control(Round 7.8inchX7.8inch)",B07KK4SKP3,,16130,Office,9.8 x 8.2 x 0.3 ,1.04,2018-11-12,No,,,,,,,,,,,,,,,,,,
Gery Turquoise Chevron Mouse Pad Mousepad,B00JZ0IFV2,Justin Lee Mouse Pad,12969,Office,11.5 x 1.1 x 5.8,0.16,2014-04-27,No,5735256,,,,,,,,,,,,Green,,,,,
"Rechargeable Wireless Mouse, seenda 2.4G Cordless Mouse with USB and Type C 2 in 1 Receiver, Silent Portable Computer Mouse for Laptop, MacBook, Chromebook, PC - Purple",B08BNKZFH7,,304,Computer,3.9 x 2.35 x 1.51,0.40159999999999996,2020-06-23,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
The Beach is My Happy Place Mouse Pad Custom Personalized Design Non-Slip Rubber Mouse pad 9.5 X7.9 inches,B07CVTFYFM,Pingpi,12633,Office,9.45 x 7.87 x 0.12,0.512,2018-05-05,,Pingpi-MP-A0098,,,,,,,,,,,,P103,,,,,
"Mouse Jiggler Punkdig Plug & Play Automatic Mouse Mover, Undetectable Mouse Jiggler with ON/Off Switch and USB Port, Driver-Free Simulate Mouse Movement to Prevent Entering Sleep Mode - Black",B08HSCVLQT,,735,Computer,2.76 x 0.98 x 0.47,0.1632,2020-09-10,,SKT-1,,,,,,,,,,,,,,,,,
Mouse Bungee Cable Cord Management Clip Gaming Flexible Fixer Holder - Gaming Drag-Free Wired Mouse Support (Black),B07SX28SN8,,3914,Video,4.7 x 3 x 2.5,0.848,2019-06-10,,,,,,,,,,,,,,,,,,,
"Office and Home Computer Mouse Pads, Rectangular Non-Slip Gaming Mouse Pads, Star Wars Mouse Pads",B08PJM3TTY,,0,,9.45 x 7.87 x 0.12,0.4448,2020-11-30,,,,,,,,,,,,,,,,,,,
"USB Gaming Mouse, Honeycomb Hollow Design Ergonomic Wired Mouse with Backlight, up to 6400 DPI, RGB Gaming Mouse for Mac, Laptop, Computer (White)",B08KXMG6ZY,,16660,Video,1.57 x 1.18 x 0.39,0.5632,2020-05-07,,,,,,,,,,,,,,,,,,,
"Lovely Wired USB Computer Mouse,7 Colors Backlit,Silent Buttons,2400 DPI for Girls,Students-Matte Pink",B08J2F6M8S,,11670,Video,4.72 x 2.56 x 1.18,0.848,2020-09-08,,,,,,,,,,,,,,,,,,,
"BOSOBO Mouse Pad, Round Mandala Mouse Mat, Cute Mouse Pad with Design, Non-Slip Rubber Base Mousepad with Stitched Edge, Waterproof Office Mouse Pad, Small Size 7.9 x 7.9 x 0.1 Inch, Mandala Colour",B07LH6L2W6,BOSOBO,822,Office,7.9 x 7.9 x 0.12,0.304,2018-12-11,No,,,,,,,,,,,,,Mandala Colour,,,,,
"Imposter Among us 2021 RGB Gaming Mouse Pad,Large Extended Soft Led Mouse Pad with 14 Lighting Modes 2 Brightness Levels, Computer Keyboard Mousepads Mat 700 x 300mm / 27.5×11.8 inches",B08MPRLFFS,MAICICO,44532,Office,27.56 x 11.81 x 0.16,1.17,2020-11-03,,,,,,,,,,,,,,Impostors Among us 2020,,,,,
"Auhoahsil Large Mouse Pad, Full Desk XXL Extended Gaming Mouse Pad 35"" X 15"", Waterproof Desk Mat with Stitched Edge, Non-Slip Laptop Computer Keyboard Mousepad for Office & Home, Misty Forest Design",B08FG4B3TY,Auhoahsil,5006,Office,15.8 x 5 x 5,1.19,2020-08-08,,,,,,,,,,,,,,Ink Painting Misty Forest,,,,,
"USB C Wired PUBG Mobile Game Keyboard Mouse Converter Adapter, no Lagging Gaming controller gamepad with HDMI USB 3.0 Port for shooting games 4k@144Hz Monitor TV, Compatible with Android phone/tablets",B089FG5BPV,,13475,Video,6.1 x 4.17 x 1.5 ,0.8959999999999999,2020-05-30,,,,,,,,,,,,,,,,,,,
"Wireless Keyboard and Mouse, WisFox 2.4GHz Compact Keyboard Mouse Combo, Small Quiet USB Laptop Keyboard Portable Mini Wireless Keyboard for Computer Window PC Notebook (Black)",B087G13144,,135,Computer,12.3 x 5.3 x 1.8 ,1.15,2020-04-22,,,,,,,,,,,,,,,,,,,
"Yellow 2.4GHz Wireless Bluetooth Mouse Noiseless Click Dual Mode Rechargeable Wireless Mouse Compatible for PC, Laptop, Mac, Android, Windows",B08L6KCY7B,,1105,Computer,4.2 x 2.5 x 1.5 ,0.512,2020-10-14,,,,,,,,,,,,,,,,,,,
"Amcove Gaming Mouse Pad Custom, Us Navy United States Navy Dark Blue Pattern Mouse pad 9.5 X 7.9 Inch (240mmX200mmX3mm)",B08CZT5Q7M,Amcove,36364,Office,9.45 x 7.87 x 0.12,1.808,2020-07-15,,Amcove-MP-3459,,,,,,,,,,,,Am10,,,,,
"YUMQUA G189 USB Wired Mouse, Office & Home Optical Ergonomic Computer Mouse with 4 DPI Levels(Up to 1600) for Laptop Chromebook MacBook Notebook PC Desktop",B07DXNLTKR,,2070,Computer,4.33 x 2.76 x 1.77,0.5632,2018-06-22,No,SB189-E,,,,,,,,,,,,,,,,,
"Keyboard and Mouse Combo[Energy Saving], TRELC 2.4G Ultra Thin Wireless Keyboard and Slim DPI Adjustable Mouse for PC, Desktop, Computer, Notebook, Laptop, Windows XP/Vista /7/8/10 (Silver+White)",B0851B95YX,,252,Computer,14.4 x 5.7 x 1.1 ,2.048,2020-02-21,,,,,,,,,,,,,,,,,,,
"YUMQUA SB226-W Wireless Mouse 2 Pack, 2.4GHz USB Optical Silent Mouse with Nano USB Receiver, Portable Cordless Mouse for Laptop Computer PC Desktop, White&Grey (2 Pack)",B08DX7HM3B,,2148,Computer,4.11 x 2.23 x 1.47,0.8959999999999999,2020-07-30,,,,,,,,,,,,,,,,,,,
"BOSOBO Mouse Pad, Floral Mandala Mouse Mat, Small Custom Mouse pad for Gaming, Office, Women and Men, Non-Slip Rubber Base, Stitched Edge, Waterproof, Rectangle 10.2 x 8.3 Inch, Flower Mousepad",B085MMN8MX,BOSOBO,18065,Office,10.1 x 8 x 0.2 ,0.33280000000000004,2020-02-24,,BOSOBO-MP-202018,,,,,,,,,,,,Mandala Colour,,,,,
Superhero 11 Mouse Pad Non-Slip Rubber Base Justice League Mouse Pads Spuare Customized Mousepads for Computers Laptop Office,B08LYLXM1D,Anlamp,20473,Office,9.37 x 8.27 x 0.24 ,0.5232,2020-10-27,,,,,,,,,,,,,,Superhero 11,,,,,
Vesmatity Mouse Pad with Wrist Support Gel Ergonomic Mouse Pads with Rest Support Gaming Mouse Pad with Lycra Cloth Non-Slip Rubber Base Mouse mat for Home Office Working Computer Laptop (Tile Panda),B08N4KRFRF,VESMATITY,24789,Office,9.8 x 9 x 0.6,0.6304,2020-10-26,,,,,,,,,,,,,,Tile Panda,,,,,
"TYNIKA Extended Gaming Mouse Pad (31.5x11.8Inches) - XXL Mousepad with Anti Fray Stitched Edges & Non-Slip Rubber Base - Desk Pad Protector / Waterproof Mouse Mat for Work & Gaming, Office & Home",B08C2B8STM,TYNIKA,21448,Office,13.19 x 3.86 x 3.78 ,1.29,2020-06-29,,,,,,,,,,,,,,Black,,,,,
Van Gogh Starry Night Ergonomic Design Mouse Pad with Wrist Rest Hand Support. Round Large Mousing Area. Matching Microfiber Cleaning Cloth for Glasses & Screens. Great for Gaming & Work,B06ZYR74CY,One In A Millionaire,28637,Office,10.04 x 9.06 x 0.98,0.6208,2017-04-17,No,,,,,,,,,,,,,Van Gogh Starry Night,,,,,
"Gaming Keyboard and Mouse,3 in 1 Gaming Set,Rainbow LED Backlit Wired Gaming Keyboard,RGB Backlit 12000 DPI Lightweight Gaming Mouse with Honeycomb Shell,Large Mouse Pad for PC Game(Black)",B0883FFJJN,,4990,Video,17.5 x 6.5 x 2.5 ,1.95,2020-05-05,,,,,,,,,,,,,,,,,,,
BOERLI Rectangle White Marble Mouse Pad Non-Slip Rubber Base Mouse Mat for Laptop PC Office Working Gaming,B08KRY5BR2,BOERLI,19008,Office,10.5 x 8.2 x 0.5 ,0.6368,2020-10-03,,,,,,,,,,,,,,White Marble,,,,,
"FVF Gaming Mouse Wired, 6400 DPI Adjustable, 7 Programmable Buttons, Ergonomic Game|RGB|USB Computer Mice, Gamer Desktop Laptop PC Gaming Mouse, 7 Buttons for Windows XP/7/8/10 Mac OS Linux",B08F37RSBK,,4684,Video,4.92 x 2.99 x 1.61,0.8959999999999999,2020-08-01,,,,,,,,,,,,,,,,,,,
"Ro-b-lo-x Poster Computer Mouse Pad with Non-Slip Waterproof Rubber Mousepad for Computers Laptop Office & Home Gaming Mouse Pads for Kids Teens Adults 10""x12""",B08KDK61Q7,,48955,Office,12 x 10 x 0.01 ,0.12960000000000002,,,,,,,,,,,,,,,,,,,,
"Smooffly Celestial Mousepad, All-Seeing Eye Symbol Mousepads, Retro and Boho Style Non-Slip Rubber Customized Computer Mouse Pad",B07TQ6HCYF,Smooffly,21247,Office,9.45 x 7.87 x 0.12,0.3824,2019-06-28,,SMGM-MP6243,,,,,,,,,,,,Gm-04,,,,,
Unicorn Mouse Pad Waterproof Anime Mouse Pad Non-Slip Rubber Cute Mouse Pad for Office and Home 9.8x11.8x0.12inch,B089CRJBYQ,,69382,Office,11.73 x 9.84 x 0.28 ,0.7040000000000001,2020-05-29,,,,,,,,,,,,,,,,,,,
"XINSHIS Wireless Mouse 2.4G Ultra-Thin Silent for Laptop, Ergonomic Wireless Computer Mouse Aluminum Alloy Wheel, 3 DPI Adjustment Levels, Leather Luxury Outfit, Coffee Color",B07WLPZCYK,,454,Computer,4.6 x 3 x 1.2 ,0.512,2019-08-16,,,1 AA batteries required. (included),,,,,,,,,,,,,,,,
Cool Wireless Mouse 2.4 G Portable Game Optical Mice with USB Receiver for Notebook PC Laptop Computer MacBook + 8G USB Flash Drive,B07DW4XF4Q,,819,Computer,2.36 x 4.72 x 1.57,0.10144,2018-06-20,No,M8-gold,,,,,,,,,,,,,,,,,
"Wireless Computer Mouse 2.4G Portable Mobile Computer Click Silent Optical Mice Mice with USB Receiver, for Mac Book Notebook PC Computer Laptop (Black)",B08FB7HWDP,,1410,Computer,5 x 3.4 x 1.8 ,0.6368,2020-02-21,,,,,,,,,,,,,,,,,,,
"ELECOM Animal Mouse Pad with Wrist Rest Ergonomic Design Reduce Fatigue Home School Office Gift, Dog (MP-AN01DOG)",B07RK1WPW3,ELECOM,22231,Office,10.87 x 9.53 x 0.24 ,1.808,2019-05-08,No,MP-AN01DOG,,,,,,,,,,,,Dog,,,,,
"HAVIT Gaming Keyboard Mouse Headset & Mouse Pad Kit, Rainbow LED Backlit Wired, Over Ear Headphone with Mic for PC, Computer, Xbox ONE & PS4, Tablet, Mobile Phones",B07FSF7C2P,Havit,1526,Video,17.32 x 8.27 x 5.12,2.0,2017-11-27,No,HV-KB392L,,5 Volts,HV-KB392L,,,,,,,,,Black,,,DDR3 SDRAM,,1
"Creative Text, Non-Slip Rubber Round Mouse Pad, Professional and Comfortable for Mouse to Slip",B075RRHRFT,Fouransrt,25261,Office,7.87 x 7.87 x 0.08,0.12960000000000002,2017-09-19,No,,,,,,,,,,,,,Mouse Pad101,,,,,
"Bluetooth Mouse for ipad,Bluetooth Mouse for MacBook Air/Mac/MacBook Pro/ipad/ipad Pro/iMac/Laptop,Rechargeable Wireless Mouse for MacBook Air/MacBook pro",B08CR8KWM6,,1421,Computer,4 x 2 x 0.7,0.46240000000000003,2020-07-10,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Precision Mouse, Light Grey",B076KRHJ7B,Microsoft,404,Computer,4.83 x 3.06 x 1.71,0.768,2017-10-25,No,FTW-00001,1 Lithium ion batteries required. (included),,,,,,,,,,,Light Grey,,,,,
"Wireless Keyboard and Mouse Combo - LEKVEY Slim Keyboard Mice, 2.4GHz 109 Keys Full Size Wireless Keyboard Mouse Set, with Number Pad, Silent Click, Stylish Design, US Layout (QWERTY) - Silver",B08BFM8MLM,,432,Computer,17.87 x 5.16 x 2.13 ,1.63,2020-06-18,,KM02,,,,,,,,,,,,,,,,,
"OMOTON 2.4G Rechargeable Wireless Mouse, Laptop Mouse with Nano USB Receiver and Type C Adapter for PC, Laptop, Desktop and All Type-C Devices (Silver)",B08B88HFL2,,1164,Computer,4.84 x 2.2 x 1.38,0.672,2020-06-16,,,,,,,,,,,,,,,,,,,
"Music Note Mouse pad,Abstract Fire and Water Splashing Music Note Melody Rectangle Non-Slip Rubber Mousepad 9.5 X 7.9 Inch (240mmX200mmX3mm)",B07HQ6RPD7,Pingpi,14596,Office,9.45 x 7.87 x 0.12,0.512,2018-09-27,,Parachuter0246,,,,,,,,,,,,PP-47,,,,,
co2CREA Hard Travel Case for Logitech MX Master 3 / Master 2S Advanced Wireless Mouse (Black Case),B074FYLZM7,,370,Computer,6 x 5 x 3,0.3936,2017-08-01,No,8541645724,,,,,,,,,,,,,,,,,
"Mouse Bungee, Stageek Aluminium Alloy Gaming Mouse Cable Cord Management System, Flexible Mouse Cable Holder Fixer for Esports Gaming - Black",B07R4RQKMG,,2805,Video,6.3 x 4.33 x 1.57,0.6144,2019-04-22,,,,,,,,,,,,,,,,,,,
"Timor Professional Gaming Mouse Pad, Custom Design Stitched Edges Waterproof Non-Slip Rubber Base Mousepad Great for Laptop, Computer & PC, 11.8x9.8inches，3mm， Black (90x40 rkgunA15)",B08FH3ZVRZ,Timor,20049,Office,17.36 x 3.07 x 2.01 ,1.19,2019-03-22,,,,,,,,,,,,,,90x40 Rkguna15,,,,,
"Large RGB Gaming Mouse Pad - REAWUL 14 Modes Oversized Glowing Led Extended Mousepad, Anti-Slip Rubber Base and Waterproof Surface, Extra Large Soft Led Computer Keyboard Mouse Mat - 31.5 x 11.8in",B0891LMCVX,,8525,Video,13 x 3.7 x 3.6 ,1.45,2020-05-21,,,,,,,,,,,,,,,,,,,
"HOPONY Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat with Waterproof Non-Slip Rubber Base, Cute Round Mousepad for Laptop Computer Office Desk Accessories,7.9 x 7.9 inch, Mountain Sunrise",B08Q3S38Q7,,20329,Office,7.87 x 7.87 x 0.12 ,0.33280000000000004,2020-12-09,,,,,,,,,,,,,,,,,,,
EQEOVGA D10 RGB Lightweight Gaming Mouse PMW3360 12000DPI Optical Sensor with Lightweight Honeycomb Shell Ultralight Ultraweave Cable (65G)-Orange Black,B08HJXN5FD,,20938,Video,6.2 x 4.5 x 2,0.3664,2020-05-17,No,D10,,,,,,,,,,,,,,,,,
"BlueFinger RGB Gaming Keyboard and Backlit Mouse and Headset Combo,USB Wired Backlit Keyboard,LED Gaming Keyboard Mouse Set,Headset with Microphone for Laptop PC Computer Game and Work",B082H88TBB,,4103,Video,18.54 x 7.52 x 4.8 ,3.12,2018-11-13,No,,,,,,,,,,,,,,,,,,
"Kotoyas Rug Mouse Pad, Oriental Carpet Style Persian Mouse Pad (Rhine)",B07G997PSH,Kotoyas,30787,Office,10 x 7 x 0.2,0.4736,2018-08-08,No,kty195280,,,,,,,,,,,,Rhine,,,,,
Smooffly Mouse Pad Space Galaxy Constellation Mouse Pad Star Mouse Pad Office Mouse Pad Personalized Desk Accessories Non-Slip Rubber Mousepad,B07TM3G44J,Smooffly,23541,Office,9.45 x 7.87 x 0.12,0.3824,2019-06-29,,SMGM-MP6473,,,,,,,,,,,,Gm-234,,,,,
"RGB Gaming Keyboard and Mouse Combo, CHONCHOW TKL Compact 87 Keys Backlit Small Computer Keyboard with Gaming Mouse, USB Wired Set for PC PS4 Xbox Laptop",B088Z1K3J7,,4836,Video,17.5 x 6.6 x 1.7,1.9,2020-07-10,,,,,,,,,,,,,,,,,,,
"RGB Gaming Mouse Pad, Large Mouse Pad 31.5 X 12-inch,12 Kinds of Lighting LED Mode. Computer Keyboard Pad, with Microfiber Woven Material and Non-Slip Rubber Base Design",B08RDM63V4,,52924,Office,31.5 x 12 x 0.16,1.21,2020-12-28,,,,,,,,,,,,,,,,,,,
"Glorious Gaming Mouse Wrist Pad/Rest - Black - Stitched Edges, Ergonomic, Foam Interior | 8x4 inches/(0.7in/17mm) Thick (GW-M)",B0191YRNE6,Glorious PC Gaming Race,2846,Office,8 x 4 x 0.5,0.672,2015-12-07,No,GW-M,,,,,,,,,,,,Black,,,,,
"Innovera Gel Mouse Pad with Wrist Rest, Nonskid Base, 9 X 7.5 - Inches Black (51450)",B00134D3BA,Innovera,23587,Office,11.5 x 2 x 9.5,1.3,2007-06-21,No,51450,,,,,,,,,,,,Black,,,,,
"Rechargeable Bluetooth Mouse, Dual Mode Bluetooth and 2.4GHz Wireless Mouse Compatible for MacBook, Laptop, Windows, PC, Computer, Notebook, Mac，Android Tablet，Ipad Mouse",B07VK9ZP2J,,1993,Computer,4.9 x 3 x 1.3 ,0.512,2019-07-22,,,1 Product Specific batteries required. (included),,,,,,,,,,,,,,,,
"Wireless Mouse, TDRTECH Cool Sports Car Shaped Mouse 2.4GHz Optical Gaming Mouse for Computer PC Notebook Laptop - Yellow",B07H7P4KP6,,799,Computer,5.12 x 3.31 x 1.81 ,0.3824,2017-09-17,No,TD020,,,,,,,,,,,,,,,,,
"Boston Baseball Mouse Pad, Life Needs Sport Round Mouse Pad, Non-Slip Rubber Gaming Mousepad, Fans Gift Mouse Mat",B08K3N96XJ,,25509,Office,7.87 x 7.87 x 0.12,0.2816,2020-09-25,,MP009,,,,,,,,,,,,,,,,,
"Mouse Pad with Durable Stitched Edge, Laptop Mouse Pads Small Mat with Non Slip Rubber Base, Washable Premium-Textured Mousepad for Gaming, Computer, Work(10.2x8.3x0.12in, Black Currant Purple)",B085DCHHW6,Unknown,27897,Office,10.24 x 8.27 x 0.12,0.72,2020-03-06,,MPHJLZS,,,,,,,,,,,,Black Currant Purple/Black Base,,,,,
"TRELC Ergonomic Mouse, 2.4G Wireless Vertical Optical Mouse with Adjustable Sensitivity (1000/1600/2400 DPI), 6 Buttons for PC, Desktop, Laptop, Notebook (Black)",B07P6K875K,,8802,Video,4.8 x 3.6 x 3.1 ,1.024,2019-02-26,,,1 Product Specific batteries required. (included),,,,,,,,,,,,,,,,
"Green Tropical Palm & Fern Leaves Mouse Pad, Tropical Palm Leaves Mouse pad for Office Banana Leaf Jungle Mousepad",B07FSXWXVP,Pingpi,9580,Office,9.45 x 7.87 x 0.12,0.47840000000000005,2018-07-24,No,,,,,,,,,,,,,PP-36,,,,,
"Wireless Mouse for Laptop, Cimetech 2.4G 1600 DPI Cordless Optical Wireless Mouse Mice with USB Nano Receiver Mini Portable Computer Mouse Compact (2PACK)",B07MVX1KBY,,1309,Computer,4.29 x 3.43 x 2.87 ,1.024,2018-11-19,No,,2 AA batteries required.,,,,,,,,,,,,,,,,
NICOKEE US Flag Rectangle Gaming Mousepad Fire Fighter Thin Red Line Flag Mouse Pad Mouse Mat for Computer Desk Laptop Office 9.5 X 7.9 Inch Non-Slip Rubber,B07RXPXR7B,Nicokee,38185,Office,9.45 x 7.87 x 0.12,0.4672,2019-05-20,,ABIT-MP3BA-10083,,,,,,,,,,,,M01-083,,,,,
Gaming Faze Clan Logo Mouse Pad Extended Non-Slip Mouse Mat Rubber Durable Stitched Edges Mousepad for Keyboard Laptops 10 X 12 Inch,B08CK6R6P4,RochelleManzo,41311,Office,12 x 10 x 0.5 ,0.768,2020-07-08,,,,,,,,,,,,,,Black,,,,,
"MOSISO Mouse Pad with Wrist Rest, Leopard Print Ergonomic Gaming Mousepad Gel Wrist Rest Support Home/Office/Working Easy Typing Cushion Non-Slip Rubber Base for Computer Laptop, Beige",B088KFDCR5,,44542,Office,9.76 x 8.74 x 1.14 ,1.456,2020-06-19,,,,,,,,,,,,,,,,,,,
Golden Retriever dogs puppies pets Mouse Pads Customized Made to Order Support Ready 9 7/8 Inch (250mm) X 7 7/8 Inch (200mm) X 1/16 Inch (2mm) Eco Friendly Cloth with Neoprene Rubber Liil Mouse Pad Desktop Mousepad Laptop Mousepads Comfortable Computer Mouse Mat Cute Gaming Mouse pad,B00I2C2K6A,PopCrew,34485,Office,11.5 x 1.1 x 5.8,0.1536,2014-01-26,Yes,Sdu2957,,,,,,,,,,,,Color-11,,,,,
"Qcute Mouse Pad, Gaming Aluminum Mouse Pad 9.45 X 7.87 Inch W Non-Slip Rubber Base & Micro Sand Blasting Aluminum Surface for Fast and Accurate Control (Large Silver)",B01DWCOGO8,Qcute,12777,Office,11.61 x 8.86 x 0.39 ,1.344,2016-04-06,No,FB-MPB-S,,,,,,,,,,,,Silver,,,,,
"Keyboard Wrist Rest Pad Mouse Pad, Memory Foam, Rest Pads Sets for Comfortable Typing & Wrist Pain Relief, Anti-Slip Rubber Base (Black)",B07GP5DNZH,Poualss,11049,Office,15.1 x 12 x 1.2 ,1.4080000000000001,2018-10-16,No,8541651431,,,,,,,,,,,,Black,,,,,
Logitech MK825 Wireless Keyboard/Mouse Combo,B08436BST3,Logitech G,735,Computer,21 x 9.2 x 3 ,3.39,2020-01-22,,,4 AAA batteries required. (included),,,,,,,,,,,,,,,,
"GIM RGB Gaming Mouse Pad, 4 USB Port, 14 Lighting Modes, 5mm Ultra Thick, Oversized Glowing Led Extended Mousepad, Anti-Slip Rubber Base Waterproof Keyboard Mouse Mat 31.5×11.8 inches",B07XFNG9K3,,16725,Office,12.56 x 3.82 x 3.78 ,1.67,2019-11-27,,,,,,,,,,,,,,,,,,,
"Gaming Mouse Pad,Life Needs Sport Mousepad with Non-Slip Rubber Base for Laptop Computer Desktop Mat - A-Football",B086S6HDHH,Mialtry,85139,Office,10 x 8 x 0.1,0.4512,2020-04-05,,SA015,,,,,,,,,,,,15,,,,,
"MOSISO Mouse Pad with Wrist Rest Support, Peony Ergonomic Mousepad Non-Slip Rubber Base Comfortable Home/Office Pain Relief&Easy Typing Cushion for Laptop with Neoprene Cloth&Raised Memory Foam, Gray",B08LZ78J9G,MOSISO,17730,Office,12 x 8 x 0.6 ,1.472,2020-10-27,,,,,,,,,,,,,,Gray,,,,,
"RGB Gaming Mouse Pad, 14 LED Lighting Modes, Non-Slip Rubber Base, Soft and Smooth Surface, USB Mousepad for MacBook, PC, Laptop, Desktop, Office and Home (13.8 x 9.8 x 0.2 Inch)",B089D3JJ2V,,73878,Office,13.1 x 3.9 x 3.8 ,1.15,2020-05-28,,,,,,,,,,,,,,,,,,,
"YIMISHCZ 10W Wireless Charger RGB Lighting Mouse Pad 31.5 x 12 inches, Non-Slip Rubber Base 8 Lighting Modes 4mm Ultra Thick for Various Devices That can be Charged wirelessly",B08MKYJ59T,YIMISHCZ,103013,Office,31.89 x 12.2 x 0.16,1.07,2020-11-03,,,,,,,,,,,,,,Black,,,,,
"Universal USB Hand Warmer Mouse Pad - Large - Electric Heating Pad,USB Heated Mouse Pad Mat Winter Warm Plush Hand Warmer with Wrist Guard (Black)",B08JK1XDP3,XIAOHONG,81407,Office,11.18 x 8.46 x 1.46 ,0.9920000000000001,2020-09-20,,,,,,,,,,,,,,Black,,,,,
"LELONG Gaming Mouse Pad, Large Extended RGB Led Mouse Pad with 14 Lighting Modes, Waterproof Computer Keyboard XXL Mouse Pad (31.5 x 11.8 inches)",B08M9FKL5M,LELONG,55536,Office,13.07 x 3.66 x 3.5 ,1.41,2020-10-30,,,,,,,,,,,,,,,,,,,
Lamgo Sailor Moon Rectangle Anime Non Slip Rubber Mousepad Mouse Pads/Mouse Mats Case Cover with Designs for Office Home Woman Man 30x15.7 Inch(75x40 cm),B083ZXMGCY,Lamgo,26198,Office,15.8 x 2 x 2 ,1.1,2020-01-18,,,,,,,,,,,,,,Sailor Moon,,,,,
"Mouse Pad,Upgated 45% Big Large Mouse Pad with Durable Stitched Edge,14.5""x11.8""x0.12"" Premium Computer Mouse pad ,Non-Slip Rubber Base Gaming Waterproof Mouse Pad for Laptop,PC,Office,Home, Black",B08BZVKY21,,45542,Office,14.7 x 11.6 x 0.1 ,0.8959999999999999,2020-08-08,,MOUSE PADS,,,,,,,,,,,,,,,,,
3Dconnexion SpaceMouse Wireless Kit 2 3DX-700084,B08DG53HZY,3DConnexion,1365,Computer,3.07 x 3.07 x 2.09,1.4,2020-10-25,No,3DX- 700084,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,
"RGB 87 Keys Gaming Keyboard and Colorful Mouse Combo,USB Wired Backlit Mechanical Feeling Gaming Keyboard and Gaming Mouse for Laptop PC Computer Game and Work",B07ZKX3SDD,,5335,Video,15.75 x 6.3 x 3.15,2.31,2019-10-25,,,,,,,,,,,,,,,,,,,
"RGB Gaming Mouse Pad,Upgraded Durable Extended Large Gaming Mouse Pad with Stitched Edges,LED Large Gaming Mouse Pad, Anti-Slip Rubber Base Waterproof Surface for Gaming,Home/Office,(31.5X11.8in)",B08NK5LD9L,TEDNETGO,45700,Office,11.81 x 3.15 x 3.15 ,1.39,2020-12-21,,Upgraded RGB Gaming Mouse Pad,,,,,,,,,,,,Black,,,,,
"Rapoo Brand 3-Button Wired USB Optical Noiseless Mouse, Computer Mouse with 1000 DPI, Compatible with PC, Mac,Desktop and Laptop (Black)",B07B46RSXF,,1249,Computer,4.41 x 2.44 x 1.38,0.33280000000000004,2018-02-27,No,Rapoo N1600,,,,,,,,,,,,,,,,,
